RAF.Benson, ENG, GBR
Tilt Degrees,0.0, Bearing Degrees, 0.0, Ground Reflectance, 20.0
month,day,hour,Dry Bulb Temp,Wet Bulb Temp,Depression,Dew Point,Rel Humidity,Global Horiz Rad,Direct Norm Rad,Diffuse Rad,Global Horiz Ill,Direct Norm Ill,Wind Speed,Wind Direction,Sky Cover,Tilt Surface Rad,
 , , ,degrees C,degrees C,degrees C,degrees C,percent,(Wh/sq.m),(Wh/sq.m),(Wh/sq.m),lux,lux,ms,degrees,percent,(Wh/sq.m),
4,24,11,17.0,13.759258,3.2407417,11.4,70.0,477.0,468.0,158.0,49886.0,36776.0,4.1,110.0,90.0,476.99997,
4,24,12,16.5,13.166667,3.333333,10.8,69.0,417.0,310.0,185.0,44271.0,25358.0,7.2,100.0,90.0,417.0,
4,24,13,15.2,13.44074,1.7592602,12.3,83.0,381.0,232.0,201.0,45264.0,24017.0,6.7,120.0,90.0,381.0,
4,24,14,13.0,12.166668,0.83333206,11.6,91.0,424.0,279.0,214.0,49208.0,28700.0,7.7,180.0,90.0,424.0,
4,24,15,13.0,11.055556,1.9444437,9.6,80.0,456.0,319.0,232.0,49398.0,37515.0,6.7,200.0,90.0,456.0,
4,24,16,12.0,9.87037,2.12963,8.1,77.0,439.0,437.0,182.0,45436.0,50487.0,8.2,200.0,90.0,439.0,
4,24,17,12.2,9.514814,2.6851854,7.0,71.0,374.0,547.0,110.0,35442.0,55997.0,6.7,210.0,90.0,374.0,
4,24,18,12.2,9.5611105,2.6388893,7.3,72.0,264.0,535.0,84.0,20473.0,43003.0,6.2,190.0,30.0,264.0,
4,24,19,12.1,9.414815,2.6851854,7.0,71.0,117.0,300.0,43.0,7347.0,17025.0,6.2,180.0,90.0,117.00001,
4,24,20,10.6,8.377779,2.2222214,6.3,75.0,15.0,0.0,12.0,998.0,1575.0,4.1,170.0,50.0,15.0,
4,24,21,9.2,7.6259255,1.5740743,6.2,81.0,0.0,0.0,0.0,0.0,0.0,4.1,160.0,90.0,0.0,
4,24,22,9.7,8.3111105,1.3888893,6.9,83.0,0.0,0.0,0.0,0.0,0.0,4.6,150.0,60.0,0.0,
4,24,23,9.2,7.394443,1.8055568,5.7,79.0,0.0,0.0,0.0,0.0,0.0,5.7,150.0,30.0,0.0,
4,24,24,8.2,6.9037037,1.2962961,5.7,84.0,0.0,0.0,0.0,0.0,0.0,5.1,120.0,0.0,0.0,
4,25,1,8.2,6.9037037,1.2962961,5.6,84.0,0.0,0.0,0.0,0.0,0.0,6.2,120.0,30.0,0.0,
4,25,2,8.1,7.0814834,1.018517,6.0,87.0,0.0,0.0,0.0,0.0,0.0,6.2,110.0,90.0,0.0,
4,25,3,8.7,7.588889,1.1111107,6.5,86.0,0.0,0.0,0.0,0.0,0.0,7.2,110.0,90.0,0.0,
4,25,4,9.2,8.181481,1.0185184,7.3,88.0,0.0,0.0,0.0,0.0,0.0,5.7,110.0,90.0,0.0,
4,25,5,9.5,8.805554,0.6944456,8.2,92.0,0.0,0.0,0.0,0.0,0.0,6.7,120.0,90.0,0.0,
4,25,6,9.7,8.959259,0.7407408,8.3,91.0,0.0,0.0,0.0,0.0,0.0,6.2,110.0,90.0,0.0,
4,25,7,9.6,8.85926,0.7407408,8.2,91.0,57.0,56.0,43.0,13883.0,11151.0,5.1,120.0,90.0,57.0,
4,25,8,10.7,9.449999,1.250001,8.5,86.0,166.0,171.0,105.0,28186.0,27670.0,5.1,140.0,90.0,166.00002,
4,25,9,11.5,9.833333,1.666667,8.4,81.0,323.0,382.0,132.0,43294.0,43719.0,6.7,160.0,90.0,323.0,
4,25,10,12.0,10.22222,1.7777796,8.9,81.0,463.0,494.0,171.0,53611.0,45017.0,5.7,160.0,90.0,463.0,
4,25,11,12.5,9.537038,2.9629622,7.0,69.0,526.0,425.0,232.0,57344.0,37442.0,7.7,170.0,90.0,526.0,
4,25,12,14.7,10.8111105,3.8888893,7.4,62.0,532.0,348.0,270.0,56408.0,30507.0,8.2,170.0,50.0,532.0,
4,25,13,13.5,10.444445,3.0555553,7.9,69.0,504.0,282.0,284.0,54954.0,30999.0,8.7,160.0,50.0,504.0,
4,25,14,15.0,10.092594,4.907406,5.7,54.0,510.0,354.0,242.0,56861.0,43631.0,8.7,160.0,50.0,510.0,
4,25,15,15.5,10.3148155,5.1851845,5.8,52.0,539.0,521.0,176.0,56958.0,57881.0,9.8,190.0,50.0,539.0,
4,25,16,15.0,9.861111,5.1388893,5.2,52.0,502.0,614.0,130.0,48957.0,59909.0,8.7,190.0,50.0,502.00003,
4,25,17,14.6,9.414817,5.1851835,4.5,51.0,375.0,545.0,104.0,33812.0,52133.0,7.7,200.0,50.0,375.0,
4,25,18,13.2,8.8944435,4.3055563,4.8,57.0,233.0,463.0,75.0,19087.0,44110.0,7.7,190.0,30.0,233.00003,
4,25,19,13.6,9.155555,4.4444456,5.1,56.0,122.0,394.0,43.0,8442.0,28557.0,5.1,200.0,30.0,122.000015,
4,25,20,10.7,7.644443,3.0555568,4.7,66.0,33.0,0.0,15.0,1847.0,8266.0,4.1,180.0,30.0,33.0,
4,25,21,7.7,6.125927,1.5740728,4.5,80.0,1.0,0.0,0.0,27.0,0.0,3.1,180.0,30.0,1.0,
4,25,22,6.6,5.303703,1.2962971,4.0,83.0,0.0,0.0,0.0,0.0,0.0,2.6,170.0,30.0,0.0,
4,25,23,5.7,4.6814833,1.0185165,3.5,86.0,0.0,0.0,0.0,0.0,0.0,3.6,170.0,0.0,0.0,
4,25,24,6.2,5.366667,0.833333,4.5,89.0,0.0,0.0,0.0,0.0,0.0,4.1,170.0,0.0,0.0,
4,26,1,6.0,5.3055553,0.69444466,4.6,91.0,0.0,0.0,0.0,0.0,0.0,4.1,170.0,30.0,0.0,
4,26,2,6.7,6.237036,0.46296358,5.8,94.0,0.0,0.0,0.0,0.0,0.0,3.1,200.0,0.0,0.0,
4,26,3,4.2,4.0148163,0.18518353,3.7,97.0,0.0,0.0,0.0,0.0,0.0,3.6,170.0,50.0,0.0,
4,26,4,6.5,6.388889,0.111111164,6.3,99.0,0.0,0.0,0.0,0.0,0.0,3.6,180.0,50.0,0.0,
4,26,5,6.7,6.5148144,0.18518543,6.4,98.0,0.0,0.0,0.0,0.0,0.0,4.1,180.0,90.0,0.0,
4,26,6,6.6,6.488887,0.11111307,6.4,99.0,0.0,0.0,0.0,0.0,0.0,4.1,170.0,50.0,0.0,
4,26,7,7.6,7.4888883,0.11111164,7.4,99.0,119.0,384.0,48.0,19966.0,41564.0,2.6,170.0,50.0,118.999985,
4,26,8,9.5,9.037037,0.4629631,8.6,94.0,237.0,420.0,98.0,33044.0,42999.0,3.6,170.0,50.0,236.99998,
4,26,9,11.2,10.181482,1.0185175,9.4,89.0,353.0,420.0,152.0,44428.0,41870.0,5.1,170.0,90.0,353.0,
4,26,10,13.0,10.361112,2.6388884,8.3,73.0,448.0,427.0,191.0,51624.0,41298.0,6.2,180.0,50.0,448.0,
4,26,11,13.7,9.533334,4.166666,5.9,59.0,491.0,425.0,194.0,54936.0,38482.0,7.2,180.0,50.0,491.0,
4,26,12,14.0,9.370372,4.629628,5.0,55.0,517.0,361.0,244.0,54173.0,30542.0,7.2,180.0,90.0,517.0,
4,26,13,14.7,9.792592,4.9074078,5.2,53.0,477.0,256.0,277.0,51194.0,26235.0,7.7,190.0,90.0,477.0,
4,26,14,13.2,9.588887,3.6111126,6.3,63.0,454.0,274.0,246.0,46829.0,24662.0,9.3,190.0,90.0,454.0,
4,26,15,12.6,10.748149,1.8518515,9.2,80.0,380.0,227.0,216.0,36110.0,17040.0,7.7,180.0,90.0,380.0,
4,26,16,11.5,10.574074,0.9259262,10.0,90.0,248.0,123.0,173.0,27718.0,13953.0,5.7,210.0,90.0,248.0,
4,26,17,12.2,10.116666,2.083334,8.4,78.0,223.0,164.0,145.0,23505.0,19831.0,5.1,220.0,90.0,222.99998,
4,26,18,11.5,9.555555,1.9444447,7.8,78.0,177.0,230.0,101.0,15829.0,22817.0,5.7,210.0,90.0,177.0,
4,26,19,10.2,8.700001,1.499999,7.5,83.0,89.0,208.0,46.0,6777.0,14963.0,4.6,220.0,90.0,88.99999,
4,26,20,10.5,8.166667,2.333333,6.1,74.0,22.0,0.0,13.0,1242.0,3966.0,7.2,200.0,90.0,22.0,
4,26,21,9.7,7.57037,2.1296296,5.5,75.0,1.0,0.0,0.0,27.0,0.0,7.2,200.0,90.0,1.0,
4,26,22,9.2,7.533332,1.6666679,6.0,80.0,0.0,0.0,0.0,0.0,0.0,9.3,180.0,90.0,0.0,
4,26,23,8.7,8.005556,0.6944437,7.5,92.0,0.0,0.0,0.0,0.0,0.0,8.7,170.0,90.0,0.0,
4,26,24,9.2,8.505554,0.6944456,8.0,92.0,0.0,0.0,0.0,0.0,0.0,7.7,220.0,60.0,0.0,
4,27,1,8.2,6.81111,1.3888898,5.4,82.0,0.0,0.0,0.0,0.0,0.0,6.7,210.0,30.0,0.0,
4,27,2,8.2,6.2555547,1.9444451,4.3,76.0,0.0,0.0,0.0,0.0,0.0,7.7,200.0,0.0,0.0,
4,27,3,7.5,5.4166665,2.0833335,3.1,74.0,0.0,0.0,0.0,0.0,0.0,8.2,210.0,0.0,0.0,
4,27,4,7.1,5.044443,2.0555568,2.7,74.0,0.0,0.0,0.0,0.0,0.0,8.2,210.0,90.0,0.0,
4,27,5,7.5,5.5555553,1.9444447,3.6,76.0,0.0,0.0,0.0,0.0,0.0,10.3,210.0,90.0,0.0,
4,27,6,6.7,5.5888877,1.1111121,4.5,86.0,0.0,0.0,0.0,0.0,0.0,8.2,220.0,90.0,0.0,
4,27,7,7.5,5.8333335,1.6666665,3.9,78.0,47.0,24.0,41.0,11044.0,5571.0,9.8,230.0,90.0,47.0,
4,27,8,7.6,5.748149,1.851851,3.9,77.0,132.0,85.0,99.0,23334.0,16635.0,10.8,240.0,90.0,132.0,
4,27,9,8.6,5.8222218,2.7777786,2.9,67.0,264.0,246.0,138.0,39558.0,35625.0,11.3,250.0,90.0,264.0,
4,27,10,9.2,6.144443,3.0555568,2.7,64.0,449.0,467.0,160.0,55321.0,50228.0,8.7,260.0,90.0,449.00006,
4,27,11,9.2,5.8666654,3.3333344,2.1,61.0,565.0,544.0,185.0,64204.0,54227.0,10.3,260.0,90.0,565.00006,
4,27,12,10.0,5.9722223,4.0277777,1.5,55.0,614.0,552.0,192.0,66165.0,51802.0,12.9,260.0,90.0,614.0,
4,27,13,11.1,6.3777776,4.722223,0.7,49.0,618.0,495.0,230.0,65055.0,48453.0,11.3,260.0,90.0,618.00006,
4,27,14,11.7,6.4222207,5.277779,0.1,45.0,588.0,480.0,222.0,60909.0,48518.0,11.3,270.0,100.0,588.00006,
4,27,15,11.7,6.699999,5.000001,1.0,48.0,535.0,486.0,189.0,52183.0,45912.0,9.8,270.0,90.0,535.0,
4,27,16,12.0,6.6111097,5.3888903,0.5,45.0,424.0,419.0,167.0,40597.0,38570.0,10.3,270.0,90.0,424.0,
4,27,17,12.2,7.1999993,5.0000005,1.5,48.0,309.0,334.0,139.0,28718.0,31059.0,9.3,270.0,90.0,309.0,
4,27,18,11.2,6.2,5.0,0.2,47.0,199.0,267.0,108.0,18039.0,27272.0,8.7,280.0,90.0,199.0,
4,27,19,11.1,6.3777776,4.722223,0.9,49.0,110.0,256.0,58.0,8345.0,19105.0,7.7,280.0,90.0,110.00001,
4,27,20,10.5,6.4722233,4.0277767,2.2,56.0,31.0,0.0,19.0,1748.0,5691.0,7.2,270.0,90.0,31.0,
4,27,21,9.7,5.8111105,3.8888893,1.3,56.0,1.0,0.0,1.0,27.0,0.0,5.1,270.0,90.0,1.0,
4,27,22,9.1,5.7666674,3.333333,2.0,61.0,0.0,0.0,0.0,0.0,0.0,5.1,270.0,100.0,0.0,
4,27,23,9.0,5.3888893,3.6111107,1.0,57.0,0.0,0.0,0.0,0.0,0.0,6.2,270.0,100.0,0.0,
4,27,24,8.5,5.166666,3.333334,1.3,60.0,0.0,0.0,0.0,0.0,0.0,5.1,270.0,90.0,0.0,
4,28,1,7.2,4.6999993,2.5000005,1.7,68.0,0.0,0.0,0.0,0.0,0.0,3.6,250.0,90.0,0.0,
4,28,2,7.6,4.914816,2.685184,1.8,67.0,0.0,0.0,0.0,0.0,0.0,4.6,250.0,90.0,0.0,
4,28,3,8.2,4.959259,3.2407408,1.2,61.0,0.0,0.0,0.0,0.0,0.0,5.1,270.0,90.0,0.0,
4,28,4,8.1,5.0444455,3.0555549,1.5,63.0,0.0,0.0,0.0,0.0,0.0,4.6,270.0,90.0,0.0,
4,28,5,8.0,5.2222233,2.7777767,2.0,66.0,0.0,0.0,0.0,0.0,0.0,5.1,280.0,90.0,0.0,
4,28,6,7.7,5.2925935,2.4074063,2.6,70.0,0.0,0.0,0.0,0.0,0.0,3.6,290.0,90.0,0.0,
4,28,7,8.0,5.63889,2.3611102,3.1,71.0,40.0,17.0,37.0,9699.0,3433.0,4.6,300.0,90.0,40.0,
4,28,8,8.5,6.277777,2.2222228,3.9,73.0,118.0,50.0,99.0,18196.0,6502.0,5.1,300.0,100.0,117.99999,
4,28,9,9.2,6.792592,2.4074078,4.4,72.0,189.0,78.0,152.0,25649.0,8453.0,5.1,300.0,100.0,189.0,
4,28,10,9.7,7.2925925,2.4074073,4.9,72.0,256.0,90.0,200.0,33018.0,10564.0,5.1,300.0,100.0,256.0,
4,28,11,10.5,8.000001,2.499999,5.6,72.0,332.0,123.0,245.0,36547.0,12042.0,5.7,320.0,50.0,332.0,
4,28,12,11.2,8.561111,2.6388884,6.2,71.0,327.0,122.0,233.0,39037.0,14284.0,5.7,310.0,50.0,327.0,
4,28,13,12.2,9.237037,2.962963,6.6,69.0,374.0,170.0,240.0,46085.0,21745.0,5.1,300.0,90.0,374.0,
4,28,14,12.0,8.666666,3.333334,5.7,65.0,454.0,272.0,245.0,46715.0,25764.0,5.1,310.0,90.0,454.0,
4,28,15,13.0,9.250001,3.749999,5.9,62.0,378.0,247.0,200.0,39033.0,21743.0,4.6,340.0,90.0,378.0,
4,28,16,14.0,9.833333,4.166667,6.0,59.0,302.0,187.0,186.0,32463.0,18093.0,4.6,350.0,90.0,302.0,
4,28,17,13.2,9.31111,3.8888903,5.9,61.0,256.0,174.0,168.0,25255.0,15625.0,4.1,10.0,90.0,256.0,
4,28,18,13.2,9.199999,4.000001,5.7,60.0,169.0,139.0,118.0,15687.0,10675.0,3.6,350.0,50.0,169.0,
4,28,19,12.7,8.977778,3.7222214,5.6,62.0,85.0,75.0,66.0,6881.0,4363.0,4.1,20.0,50.0,85.0,
4,28,20,10.2,7.7000003,2.4999995,5.1,71.0,22.0,0.0,20.0,1500.0,638.0,3.1,30.0,90.0,22.0,
4,28,21,7.0,5.3333325,1.6666675,3.5,78.0,1.0,0.0,1.0,27.0,0.0,0.5,30.0,30.0,1.0,
4,28,22,5.0,4.0277777,0.9722223,3.0,87.0,0.0,0.0,0.0,0.0,0.0,0.5,80.0,50.0,0.0,
4,28,23,5.5,4.8055563,0.6944437,4.1,91.0,0.0,0.0,0.0,0.0,0.0,2.1,70.0,50.0,0.0,
4,28,24,5.1,4.35926,0.7407398,3.6,90.0,0.0,0.0,0.0,0.0,0.0,1.5,80.0,90.0,0.0,
4,29,1,5.0,4.4444447,0.55555534,3.8,92.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,90.0,0.0,
4,29,2,6.1,5.683333,0.41666698,5.3,95.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,90.0,0.0,
4,29,3,5.7,5.0055566,0.6944432,4.4,91.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,50.0,0.0,
4,29,4,4.7,4.31111,0.3888898,3.9,95.0,0.0,0.0,0.0,0.0,0.0,0.5,50.0,50.0,0.0,
4,29,5,3.7,3.4222221,0.2777779,3.0,95.0,0.0,0.0,0.0,0.0,0.0,0.5,40.0,30.0,0.0,
4,29,6,3.7,3.5148153,0.18518472,3.2,97.0,30.0,109.0,18.0,8267.0,18975.0,0.5,80.0,50.0,29.999994,
4,29,7,4.7,4.514815,0.18518496,4.4,98.0,111.0,255.0,59.0,19484.0,30460.0,2.1,360.0,30.0,111.00001,
4,29,8,5.2,5.0888886,0.111111164,5.1,99.0,226.0,332.0,108.0,31208.0,32120.0,2.1,360.0,100.0,226.00003,
4,29,9,6.6,6.183332,0.41666794,5.9,95.0,322.0,304.0,178.0,39749.0,27200.0,2.1,20.0,90.0,322.0,
4,29,10,9.5,7.9259253,1.5740747,6.4,81.0,386.0,246.0,235.0,46310.0,26926.0,2.6,40.0,90.0,386.0,
4,29,11,11.5,8.722222,2.7777777,6.2,70.0,453.0,302.0,238.0,49225.0,25177.0,2.6,100.0,90.0,453.0,
4,29,12,12.0,9.314815,2.6851854,6.9,71.0,442.0,215.0,280.0,45927.0,14114.0,2.1,360.0,90.0,442.0,
4,29,13,12.7,9.644444,3.0555553,7.0,68.0,390.0,77.0,329.0,41930.0,7760.0,2.6,10.0,90.0,390.0,
4,29,14,13.7,9.672222,4.0277777,6.2,60.0,366.0,84.0,301.0,36469.0,7033.0,4.6,80.0,90.0,366.0,
4,29,15,13.5,9.148149,4.3518515,5.1,57.0,289.0,62.0,243.0,28280.0,4951.0,1.5,50.0,50.0,289.0,
4,29,16,14.7,9.9777775,4.7222223,5.8,55.0,217.0,41.0,191.0,22953.0,4824.0,1.5,240.0,30.0,217.0,
4,29,17,14.7,9.838888,4.8611116,5.6,54.0,182.0,56.0,154.0,17773.0,5381.0,4.1,110.0,50.0,182.0,
4,29,18,14.7,9.838888,4.8611116,5.6,54.0,112.0,50.0,94.0,10294.0,5630.0,1.5,120.0,0.0,112.0,
4,29,19,13.7,8.792593,4.907407,4.0,52.0,50.0,62.0,40.0,4660.0,5311.0,2.6,130.0,50.0,50.000004,
4,29,20,12.7,8.977778,3.7222214,5.5,62.0,20.0,0.0,15.0,1364.0,2205.0,3.6,90.0,0.0,20.0,
4,29,21,8.7,7.0333333,1.6666665,5.4,80.0,1.0,0.0,1.0,54.0,0.0,3.1,90.0,0.0,1.0,
4,29,22,6.6,5.4888873,1.1111126,4.4,86.0,0.0,0.0,0.0,0.0,0.0,3.1,90.0,0.0,0.0,
4,29,23,6.2,5.366667,0.833333,4.5,89.0,0.0,0.0,0.0,0.0,0.0,3.1,80.0,0.0,0.0,
4,29,24,8.7,7.403704,1.2962956,6.1,84.0,0.0,0.0,0.0,0.0,0.0,4.1,100.0,0.0,0.0,
4,30,1,7.0,5.888888,1.1111121,4.6,85.0,0.0,0.0,0.0,0.0,0.0,1.5,230.0,0.0,0.0,
4,30,2,7.2,6.088888,1.1111116,5.0,86.0,0.0,0.0,0.0,0.0,0.0,1.0,150.0,0.0,0.0,
4,30,3,4.5,3.9444437,0.5555563,3.1,91.0,0.0,0.0,0.0,0.0,0.0,1.0,290.0,0.0,0.0,
4,30,4,2.5,2.0833333,0.41666675,1.6,94.0,0.0,0.0,0.0,0.0,0.0,1.0,320.0,0.0,0.0,
4,30,5,2.0,1.7222214,0.27777863,1.4,96.0,0.0,0.0,0.0,0.0,0.0,1.0,80.0,0.0,0.0,
4,30,6,1.6,1.3222228,0.2777772,1.1,96.0,22.0,75.0,13.0,6780.0,11767.0,0.0,360.0,0.0,22.000004,
4,30,7,3.5,3.314815,0.18518496,3.2,98.0,95.0,152.0,65.0,17405.0,16765.0,0.0,360.0,90.0,95.00002,
4,30,8,7.2,7.088888,0.11111164,7.0,99.0,201.0,179.0,136.0,31355.0,28152.0,3.6,110.0,50.0,201.0,
4,30,9,9.2,8.181481,1.0185184,7.3,88.0,355.0,382.0,154.0,47578.0,47234.0,2.6,140.0,90.0,355.0,
4,30,10,11.0,9.472222,1.5277777,8.3,83.0,520.0,565.0,170.0,59456.0,51367.0,1.5,140.0,90.0,520.0,
4,30,11,12.2,9.237037,2.962963,6.7,69.0,593.0,488.0,248.0,64706.0,44449.0,2.6,180.0,90.0,593.0,
4,30,12,13.5,9.777777,3.7222233,6.5,63.0,623.0,434.0,287.0,63719.0,35823.0,2.1,210.0,90.0,623.0,
4,30,13,14.7,9.514814,5.1851854,4.8,51.0,569.0,302.0,328.0,60034.0,27930.0,2.6,160.0,90.0,569.0,
4,30,14,15.7,11.070372,4.629628,7.2,57.0,549.0,268.0,343.0,57036.0,26868.0,1.0,240.0,90.0,549.0,
4,30,15,16.6,11.322224,5.2777767,7.0,53.0,494.0,278.0,290.0,49419.0,24771.0,2.6,210.0,90.0,494.0,
4,30,16,15.7,10.237039,5.462961,5.3,50.0,386.0,219.0,253.0,39260.0,19771.0,2.1,190.0,90.0,386.0,
4,30,17,17.0,10.888888,6.1111116,5.7,47.0,295.0,173.0,202.0,27452.0,13212.0,2.6,170.0,50.0,295.00003,
4,30,18,17.5,11.75926,5.74074,6.9,50.0,169.0,90.0,138.0,16163.0,9200.0,1.5,210.0,50.0,169.0,
4,30,19,13.5,9.472222,4.0277777,5.9,60.0,94.0,95.0,74.0,7929.0,6796.0,1.1,245.0,40.0,93.99999,
4,30,20,12.3,9.133333,3.166667,6.3,67.0,28.0,0.0,23.0,2014.0,2071.0,0.8,280.0,90.0,28.0,
4,30,21,11.4,8.900001,2.499999,6.6,73.0,1.0,0.0,1.0,54.0,0.0,0.9,237.0,100.0,1.0,
4,30,22,10.5,8.370372,2.1296282,6.4,76.0,0.0,0.0,0.0,0.0,0.0,2.2,175.0,100.0,0.0,
4,30,23,10.3,8.3555565,1.9444437,6.4,77.0,0.0,0.0,0.0,0.0,0.0,3.5,142.0,50.0,0.0,
4,30,24,9.8,7.855555,1.9444451,6.0,77.0,0.0,0.0,0.0,0.0,0.0,5.1,60.0,90.0,0.0,
5,1,1,9.2,7.348148,1.8518519,5.7,78.0,0.0,0.0,0.0,0.0,0.0,5.5,30.0,90.0,0.0,
5,1,2,8.7,7.0333333,1.6666665,5.5,80.0,0.0,0.0,0.0,0.0,0.0,4.9,27.0,100.0,0.0,
5,1,3,8.2,6.81111,1.3888898,5.3,82.0,0.0,0.0,0.0,0.0,0.0,4.0,107.0,90.0,0.0,
5,1,4,8.5,6.833333,1.666667,5.2,80.0,0.0,0.0,0.0,0.0,0.0,3.6,110.0,90.0,0.0,
5,1,5,9.4,7.2703705,2.1296291,5.2,75.0,0.0,0.0,0.0,0.0,0.0,4.5,120.0,90.0,0.0,
5,1,6,10.7,8.014814,2.6851854,5.4,70.0,38.0,161.0,18.0,9830.0,30153.0,5.4,127.0,90.0,38.0,
5,1,7,10.2,7.5611115,2.6388884,5.0,70.0,144.0,425.0,51.0,23505.0,52556.0,5.1,40.0,30.0,144.0,
5,1,8,11.7,8.505554,3.1944456,5.5,66.0,295.0,596.0,79.0,39965.0,66828.0,6.7,50.0,30.0,295.0,
5,1,9,13.3,9.411113,3.8888874,6.0,61.0,453.0,709.0,97.0,56691.0,76016.0,7.2,60.0,0.0,452.99997,
5,1,10,15.0,10.555555,4.4444447,6.7,58.0,596.0,782.0,109.0,70521.0,81999.0,7.2,70.0,0.0,596.0,
5,1,11,16.5,11.777778,4.7222223,7.9,57.0,711.0,834.0,113.0,79983.0,85547.0,7.2,70.0,0.0,711.0,
5,1,12,18.6,13.322224,5.2777767,9.3,55.0,784.0,860.0,116.0,84556.0,86204.0,8.2,70.0,0.0,784.0,
5,1,13,20.0,14.027778,5.9722223,9.8,52.0,804.0,847.0,128.0,84468.0,81532.0,8.7,70.0,0.0,804.0,
5,1,14,19.6,13.303704,6.296296,8.6,49.0,768.0,783.0,157.0,78943.0,72584.0,10.3,80.0,0.0,768.0,
5,1,15,19.4,13.288888,6.1111116,8.6,50.0,681.0,677.0,191.0,67777.0,63393.0,10.8,70.0,0.0,681.0,
5,1,16,18.5,12.52778,5.9722204,7.9,50.0,558.0,586.0,189.0,54126.0,55399.0,10.3,70.0,0.0,558.0,
5,1,17,17.5,12.083333,5.416667,7.8,53.0,419.0,507.0,160.0,39220.0,47359.0,8.7,90.0,0.0,419.0,
5,1,18,16.7,11.514816,5.1851845,7.3,54.0,275.0,418.0,120.0,23608.0,32499.0,8.7,70.0,0.0,275.0,
5,1,19,15.6,10.48889,5.1111107,6.0,53.0,132.0,211.0,74.0,9935.0,12120.0,8.7,80.0,30.0,132.0,
5,1,20,14.4,9.955555,4.4444447,5.9,57.0,32.0,0.0,29.0,2191.0,1148.0,7.7,60.0,50.0,32.0,
5,1,21,13.7,9.255556,4.4444437,5.2,56.0,2.0,0.0,2.0,80.0,0.0,7.7,60.0,100.0,2.0,
5,1,22,12.9,8.872223,4.0277767,5.1,59.0,0.0,0.0,0.0,0.0,0.0,7.7,60.0,100.0,0.0,
5,1,23,11.3,8.244444,3.0555563,5.3,67.0,0.0,0.0,0.0,0.0,0.0,6.2,40.0,100.0,0.0,
5,1,24,10.4,7.9000006,2.499999,5.3,71.0,0.0,0.0,0.0,0.0,0.0,6.2,40.0,100.0,0.0,
5,2,1,9.8,7.4388885,2.3611116,5.1,73.0,0.0,0.0,0.0,0.0,0.0,4.6,20.0,90.0,0.0,
5,2,2,8.0,6.4259276,1.5740724,4.8,80.0,0.0,0.0,0.0,0.0,0.0,4.1,30.0,90.0,0.0,
5,2,3,9.1,7.1555567,1.9444437,5.2,77.0,0.0,0.0,0.0,0.0,0.0,4.1,50.0,100.0,0.0,
5,2,4,5.8,5.105557,0.6944432,4.5,91.0,0.0,0.0,0.0,0.0,0.0,2.6,350.0,30.0,0.0,
5,2,5,4.9,4.4370375,0.46296263,3.9,93.0,0.0,0.0,0.0,0.0,0.0,2.6,360.0,0.0,0.0,
5,2,6,5.5,4.6666675,0.83333254,3.7,88.0,40.0,159.0,20.0,9951.0,28402.0,3.6,20.0,0.0,40.0,
5,2,7,8.7,6.0148153,2.6851845,3.2,68.0,145.0,393.0,59.0,23869.0,50227.0,5.7,60.0,0.0,145.00002,
5,2,8,10.3,6.7814827,3.5185175,3.2,61.0,305.0,589.0,85.0,41579.0,69207.0,6.7,70.0,0.0,305.0,
5,2,9,12.1,8.21111,3.8888903,4.4,59.0,480.0,769.0,91.0,58804.0,82544.0,7.2,70.0,0.0,480.0,
5,2,10,13.4,8.844443,4.5555563,4.6,55.0,630.0,850.0,97.0,73567.0,88245.0,10.8,70.0,0.0,629.99994,
5,2,11,15.2,10.200001,4.999999,5.7,53.0,745.0,889.0,103.0,83859.0,90774.0,10.3,80.0,0.0,745.0001,
5,2,12,16.3,11.577778,4.7222214,7.7,57.0,816.0,909.0,107.0,88935.0,91860.0,9.3,70.0,0.0,816.0,
5,2,13,17.0,11.888887,5.1111126,8.0,55.0,839.0,911.0,109.0,88855.0,92033.0,9.3,60.0,0.0,839.0001,
5,2,14,17.2,12.4777775,4.7222233,9.0,58.0,815.0,903.0,108.0,83433.0,91553.0,8.7,60.0,0.0,814.99994,
5,2,15,16.7,11.885185,4.8148155,8.2,57.0,745.0,884.0,105.0,73777.0,89250.0,8.7,70.0,0.0,745.0,
5,2,16,15.8,11.17037,4.62963,7.3,57.0,634.0,850.0,98.0,60188.0,84512.0,9.3,80.0,0.0,634.0,
5,2,17,15.2,10.848149,4.3518505,7.3,59.0,491.0,792.0,87.0,43897.0,76375.0,8.2,60.0,30.0,491.00003,
5,2,18,13.8,10.003704,3.7962961,6.6,62.0,330.0,692.0,72.0,26565.0,60796.0,8.7,60.0,30.0,330.0,
5,2,19,11.9,8.381481,3.5185184,5.0,63.0,166.0,489.0,51.0,11435.0,34170.0,7.7,60.0,0.0,166.0,
5,2,20,10.3,7.0592604,3.2407398,3.8,64.0,45.0,0.0,21.0,2633.0,8987.0,9.8,60.0,0.0,45.0,
5,2,21,9.0,6.314816,2.685184,3.5,68.0,3.0,0.0,2.0,135.0,0.0,6.7,60.0,0.0,3.0,
